Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,market rate for paddy,recommended market rate for paddy rs:8-11/kg,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-01 7:39:29
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,ADT 5 black gram seeds availability,Recommended for contact to aduthurai rice research institute 0435-2472098,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-01 12:36:55
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,black gram season and variety,Recommended for black gram season April - May and variety ADT 5,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-05 12:03:49
RABI,HORTICULTURE,Vegetables,Pumpkin,Seeds and Planting Material,sowing season for pumpkin,Recommended for the season is june-july,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-05 17:38:24
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,Black gram sowing variety,Recommended for variety Aduthurai 5.,PUDUCHERRY,PUDUCHERRY,BAHOUR,2016-04-05 18:52:26
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,black gram season and variety,Recommended for black gram season April - May and variety ADT 5,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-06 11:13:03
RABI,HORTICULTURE,Vegetables,Drum Stick,Plant Protection,beetles control in drum stick,recommended for spray profenophos +cypermethrin 3 ml/lit of water,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-04-06 15:32:53
RABI,HORTICULTURE,Fruits,Mango,Nutrient Management,calcium deficiency in mango,recommended for spray calcium nitrate 5 g/lit of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-06 18:59:27
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,Black gram foliar nutrient application,Recommended for Spray DAP 20 gram /liter of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-07 7:48:41
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Thattanchavady black gram market rate,Recommended for Thattanchavady black gram market rate : 4497 - 11453 Rs./Quintal (06.04.2016),PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-07 11:07:26
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,Basal fertilizer management for groundnut,Recommended for apply gypsum 75 kg + urea 15 kg + super phosphate 85 kg + potash 35 kg /ac,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-04-07 15:57:00
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,blackgram foliar application details,Recommended for spray DAP 20 gm / lit of water.,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-08 8:04:45
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Plant Protection,Black gram sucking pest management,recommended for spray chlorpyriphos 2 ml / litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-09 10:02:48
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Paddy MDU 6 variety duration days,recommended for duration 110-115 days,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-09 10:16:48
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,paddy basal fertilizer management,Recommended for apply DAP 50 kg + zinc sulphate 10 kg + neem cake 10kg + FYM 10ton / ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-09 11:05:06
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Black gram market rate,Recommended for Black gram market rate gingee Rs 6811-11149 /quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-09 19:22:17
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Asking about Stem borer management for paddy,Recommended for spray CartapHydrochloride 2 g +sticking agent 0.5 ml/ litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-09 19:44:36
JAYAD,AGRICULTURE,Others,Others,Fertilizer Use and Availability,asking about vikravandi fertilizer shop  villupuram district contact no.,Recommended for Omsakthi Agro Center  134-4 Main Road  Vikravandi  villupuram district contact no. 9444707598,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-10 12:25:17
RABI,HORTICULTURE,Fruits,Guava,Nutrient Management,nutrient use in guava,recommended for application of 25 kg Farmyard manure per tree and irrigating the plant,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-10 13:45:59
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Stem borer and leaf folder management for paddy,Recommended for spray CartapHydrochloride 2 g +sticking agent 0.5 ml/ litre of water,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-04-10 20:12:35
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,paddy algae management details,recommended for apply copper sulphate 3 kg / ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-11 11:02:21
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Plant Protection,Black gram leaf feeder management,Recommended for spray neem oil - 3 ml + sticking agent -0.5 ml/ 1 litre of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-11 14:52:39
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Black gram sowing season and Varieties,Recommended for season and varieties are Chithiraipattam (April - May) and ADT 5,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-12 14:33:06
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,Black gram seed rate,Recommended seed rate for Black gram is 8 kg / acre,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-12 14:37:04
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Black gram market rate,Recommended market rate for Black gram at Tindivanam is 12614 - 13032 Rs / quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-12 14:48:35
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Cultural Practices,asking about sesame season and varieties,recommended for Adippattam July-Aug and CO 1  TMV 3 TMV 7,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-13 11:31:49
RABI,HORTICULTURE,Vegetables,Mushroom,Plant Protection,pest management in moringa,recommended for foliar application of Thiamethoxam at the rate of 4 gram in 10 litres of water  and foliar spray of planofix at the rate of 5 ml in 10 litres of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-13 17:25:10
JAYAD,AGRICULTURE,Others,Others,Cultural Practices,sesame seed availability,recommended for contact 04147-250293,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-13 18:01:28
JAYAD,HORTICULTURE,Medicinal and Aromatic Plants,Tulsi,Cultural Practices,Senna sowing season,Recommended for Senna sowing season at February – March and June – July,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-13 21:19:12
RABI,HORTICULTURE,Vegetables,Drum Stick,Plant Protection,Leaf eating caterpillar management in drum stick,Recommended for spray profenofos 2 ml + neem oil 3 ml + sticking agent 1 ml / litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-14 17:21:16
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,black gram market rate,Recommended for black gram market rate at RS 9218/quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-14 21:40:09
RABI,HORTICULTURE,Plantation Crops,Coconut,Plant Protection,Asking about But rot management in coconut,Recommended for spray copper oxy chloride 2.5 g / litre of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-15 10:04:57
RABI,HORTICULTURE,Plantation Crops,Coconut,Plant Protection,Bud rot in coconut,Recommended for spot drenching copper oxychloride 2.5 gm / lit of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-15 10:05:10
RABI,HORTICULTURE,Fruits,Citrus,Seeds and Planting Material,Citrus planting Season,Recommended for Citrus planting Season : June – September,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-15 10:15:37
JAYAD,HORTICULTURE,Vegetables,Drum Stick,Plant Protection,bud worm in moringa,recommended for spray profenophos 2ml+acephate 1gm/lit,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-16 8:29:39
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,varieties for black gram,Recommended for black gram varieties at ADT 5,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-16 14:49:27
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Leaf folder and stem borer management in paddy,Recommend for spray profenophos 2 ml +neem oil 3 ml + sticking agent 1 ml / litre of water,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-16 15:13:14
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Recommended for black gram season : april - may and variety : ADT 5,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-04-16 15:44:27,
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Seeds,sesame seed availability,recommended for contacting the Oil seeds research station  erayanur  Tindivanam,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-04-17 6:20:03
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Market Information,market price of groundnut,recommended for market price of groundnut is rs.4048-5353/quintal,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-04-17 18:13:43
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,black gram foliar spray information,Recommended for Foliar spray of DAP 20 g/lt once at flowering and another at 15 days thereafter,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-04-18 9:31:11
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Black gram sowing season and varieties,Recommended season and varieties for Black gram is Chithiraipattam and ADT 5,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-19 15:45:01
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,Seed rate for Black gram,Recommended for seed rate is 8 kg / acre,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-19 15:49:11
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Market Information,market price green gram,recommended for market price green gram Rs.5799-6239/quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-19 21:50:36
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Thattanchavady Black gram market rate,Recommended for Rs. 8059-13856/ Quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-20 6:15:59
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,asking about paddy NLR-30491 duration,recommended for 120-125 days,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-04-20 15:58:28
JAYAD,HORTICULTURE,Vegetables,Chillies,Seeds and Planting Material,sowing season for chilli,Recommended for the season is june to july,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-20 16:41:59
JAYAD,AGRICULTURE,Others,Others,Market Information,asking about Blackgram market information,recommended for Thattanchavady market price Rs.4030-12147 /Quintal (20.04.16),PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-20 18:23:06
JAYAD,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,sugarcane growth is not even in ratoon crop,Recommended for small quantity of urea is applied to specified crop,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-20 18:32:58
JAYAD,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Market Information,green gram market rate,Recommended for Rs. 5605-6317,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-21 12:32:04
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Nutrient Management,asking about sesame basal fertilizer management,recommended for 5 tonnes FYM + urea 30 kg + super phosphate 58 kg + potash 15 kg + Mangenese 2 kg /acre,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-21 16:06:56
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Plant Protection,asking about yellow mosaic disease management in Blackgram,recommended for daimethoate 2 ml /1 litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-22 10:21:13
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Weed Management,weed management for blackgram,Recommended for spray quizalofop 400 ml  / ac 200 littes ac 15 - 20 days after sowing,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-04-22 11:30:42
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Field Preparation,Sesame sowing season,Recommended for season Chithiraipattam April- May,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-22 17:59:25
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Thattanchavady Black gram market rate,Recommended for Rs.8869-11769/ Quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-22 18:32:44
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,varieties for black gram,Recommended for black gram varieties at ADT 5,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-22 18:34:27
JAYAD,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Varieties,sowing season and variety for sorghum,Recommended for the variety is Chithiraipattam,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-04-23 8:00:56
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Varieties,blackgram ADT5 seed availability,Recommended for contact to Tamil Nadu Rice Research Institute  Aduthurai  Thanjore 0435-2472098,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-23 9:57:12
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Blackgram market rate at thattanchavady,recommended for rs. 8869 -11769,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-25 8:41:49
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,asking about paddy top dressing fertilizer requirement,recommended for apply urea- 25 kg + potash - 15 kg + neem cake - 5 kg/ acre,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-25 19:36:52
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Black gram market rate,Recommended for Rs 11000-11500/quintal.,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-25 21:44:51
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Fertilizer Use and Availability,Basal fertilizer for sesame crop,Recommended for apply urea 30 kg + supper phosphate 57 kg + potash 15 kg + magnesium 2 kg /acre,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-04-26 12:47:29
JAYAD,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,veterinary department no of Villupuram,recommended number for Villupuram veterinary department is 04146 -225244,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-26 14:00:34
JAYAD,AGRICULTURE,Others,Others,Market Information,asking about Blackgram market information,recommended for Thattanchavady market price Rs.6797-13365 /Quintal (26.04.16),PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-26 16:02:07
JAYAD,ANIMAL HUSBANDRY,Animal,Others,Livestock Products Processing and Packaging,asking about Turkey farming information,Recommended Veterinary University Training and Research Centre  Villupuram contact no. 04146 - 225244,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-26 18:15:05
JAYAD,HORTICULTURE,Fruits,Mango,Cultural Practices,spacing for mango in high density planting method,recommended for the spacing : 5m x 5 m  (400 plants /ha),PUDUCHERRY,PUDUCHERRY,OZHUKARAI,2016-04-27 12:00:45
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Cultural Practices,Black gram sowing season and variety,Recommended season for Black gram is Chithiraipattam and ADT5,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-27 14:29:55
JAYAD,HORTICULTURE,Fruits,Papaya,Seeds and Planting Material,Papaya seedling availability,Recommended for contact number 0422-6611269,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-04-27 15:15:47
JAYAD,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Paddy market rate,Recommended for Rs 1333-1450/quintal.,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-04-27 15:23:52
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Nutrient Management,asking about sesame top fertilizer management,recommended for DAP 2 kg /200 litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-27 17:18:48
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Nutrient Management,asking about sesame top fertilizer management,recommended for DAP 2 kg /200 litre of water,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-27 17:21:10
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,asking about Villupuram blackgram market rate,recommended for Rs.9999-12563/ quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-27 17:49:45
JAYAD,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Fertilizer Use and Availability,Asking about Sesame  foliar nutrient spray,Recommended for spray DAP 2 kg  / acre,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-04-28 12:42:21
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,asking about karikal blackgram market rate,recommended for karaikal Rs.11000-11500/ quintal,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-28 16:01:26
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Market Information,Thattanchavady black gram market rate,Recommended for Thattanchavady black gram market rate : 8889 - 12497 Rs/Quintal (27.04.2016),PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-28 16:26:07
JAYAD,HORTICULTURE,Vegetables,Chillies,Nutrient Management,Sulphur Deficiency in chilli,Recommended for Foliar spray of CaSO4 5 - 10 gm / lit,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-04-28 18:14:19
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,pulse booster requirement,recommended for the spray of the pulse booster at the rate of 2 kg per acre at 50 percent flowering,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-04-29 8:44:03
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,asking about blackgram varieties (Chithiraipattam),recommended for ADT 5 is suitable,PUDUCHERRY,PUDUCHERRY,VILLIANUR,2016-04-29 12:17:50
JAYAD,AGRICULTURE,Pulses,Black Gram (urd bean),Plant Protection,yellow vein mosaic virus in blackgram,Recommended for spray Dimethoate 2ml / lit,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM,2016-04-29 21:05:25
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Paddy market rate,Recommended as paddy market rate : Rs. (White Ponni) 2250 / Quintal.,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-01 13:07:41
RABI,HORTICULTURE,Vegetables,Drum Stick,Cultural Practices,moringa ratoon crop duration,Recommended for 3 years,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-02 8:23:10
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,suitable season and variety for blackgram,recommended for the season is Markazhi – Thaipattam(Winter Irrigated) VBN 3  VBN (Bg) 4  VBN (Bg) 5  TNAU (Blackgram) VBN 6  TNAU (Blackgram) Co 6  TMV 1,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-01-02 9:19:42
RABI,AGRICULTURE,Others,Others,Government Schemes,crop loan details,recommended for the contact near bank,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-01-02 20:07:59
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Varieties,Suitable sesame varieties for Margazhipattam (December -January),Recommended for CO 1  TMV 3  TMV 5  TMV 7  SVPR 1  VRI(SV) 2,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-03 9:14:59
RABI,AGRICULTURE,Others,Others,Nutrient Management,Foliar nutrient spray for vetiver crop,Recommended for spray 19:19:19-5 g / litre of water,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-01-03 12:20:57
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,ponni market price,Recommended for market price is Rs 2250/Quintal.,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-03 20:31:53
RABI,HORTICULTURE,Plantation Crops,Teak,	Plant Protection	,savukkum maram root rot,Recommended for apply Trichoderma viride 1 kg+ 20 FYM / acre,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-04 9:05:42
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Thattanchavady paddy White Ponni market rate,Recommended for Thattanchavady paddy White Ponni market rate : 1667 - 1952 Rs/Quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-04 11:31:35
RABI,AGRICULTURE,Others,Others,Market Information,asking about FYM and vermicompost marketing information,Recommended contact to block level agriculture office,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-04 13:18:43
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,asking about black gram vamban variety seeds availability,recommended for contact to vamban research station   04322-296035,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-01-05 13:22:48
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,seed rate of black gram,recommended for seed rate of black gram is 8 kg/ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-05 15:09:48
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,annual moringa seeds availability details,Recommended for contact to horticultural department ph 04146-221163,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-01-05 15:33:33
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,Drum stick seed availability,Recommneded to contact Villupuram district Deputy Director of Horticulture phone:04146-221163,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-01-05 15:38:10
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,annual moringa seeds availability,recommended for contact to Krishi Vigyan Kendra Kurumbapet  Puducherry – 605 009 0413-2271292,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-01-05 15:51:45
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy market information,recommended for paddy market information Rs 1638/ quintal,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-06 10:50:12
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Seeds,total yield of black gram,recommended for total yield of black gram is 360 kg/ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-06 11:04:46
RABI,AGRICULTURE,Others,Others,Weather,Nagapattinam weather Report,Recommended for Nagapattinam Today No Rain Fall (0.0 mm),PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-06 11:49:37
RABI,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,neelbo application method,Recommended for neelbo application method  at 500 ml/ac,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-07 19:56:46
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Weed Management,weed management for blackgram,Recommended for spray Pendimethalin 800ml / 200 littes ac 3rd days after sowing,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-08 10:11:14
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Suitable paddy varieties for navarai season,Recommended for paddy varieties ; ADT 36  ADT 39  ASD 16  ASD 18  ADT 43  ADT (R) 45  MDU 5  CO 47 CORH 3  CO 51.,PUDUCHERRY,PUDUCHERRY,OZHUKARAI                                         ,2016-01-08 17:43:45
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,suitable paddy varieties for navarai season,Recommended for paddy varieties at ADT 36  ADT 39  ASD 16  ASD 18  ADT 43  ADT (R) 45  MDU 5  CO 47 and CORH 3,PUDUCHERRY,PUDUCHERRY,OZHUKARAI                                         ,2016-01-08 17:49:00
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),	Field Preparation	,Black gram sowing season,Recommended for season Markazhi – Thaipattam,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-08 18:10:38
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,black gram nutrient management,Recommended for apply Urea 22 Kg  Super Phosphate 125 kg  Potash 17 Kg/acre as basal fertilizer management,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-08 20:11:11
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),	Plant Protection	,Bean Aphids in black gram,Recommended for spray triazophos 1ml / lit,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-09 12:15:18
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,White Ponni market rate,Recommended as White Ponni market rate : Rs.1908 - 2132 / Quintal.,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-09 12:49:14
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices	,groundnut sowing season and variety,Recommended for groundnut sowing season : April - May and variety : TMV 7  CO 3  COGn 4  VRI 2  VRI 3 TMVGn 13,PUDUCHERRY,PUDUCHERRY,Nettapakkam,2016-01-09 12:51:49
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices	,groundnut sowing season and variety,Recommended for groundnut sowing season : April - May and variety : TMV 7  CO 3  COGn 4  VRI 2  VRI 3 TMVGn 13,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-09 12:59:50
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Fertilizer Use and Availability,blackgram foliar application details,Recommended for spray DAP 20 gm / lit of water.,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-09 17:58:33
RABI,HORTICULTURE,Fruits,Citrus,	Plant Protection	,Citrus leaf miner management,recommended for spray neem oil 3 ml + teepol 1 ml / lit of water.,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-01-10 13:50:03
RABI,AGRICULTURE,Others,Others,Market Information,paddy market information (white ponni),recommended for Thattanchavady market price Rs.1908-2132 /Quintal (08.01.16),PUDUCHERRY,PUDUCHERRY,BAHOUR,2016-01-10 17:05:52
RABI,HORTICULTURE,Vegetables,Ash Gourd (Petha),Seeds and Planting Material,Palur Vegetable Research Station contact number,Recommended for Palur Vegetable Research Station contact number ph 04142-75222,PUDUCHERRY,PUDUCHERRY,OZHUKARAI                                         ,2016-01-11 7:22:54
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,whiteponni market rate,recommended for Thattanchavady whiteponni market rate Rs 1908-2132/ quintal,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-01-11 8:20:13
RABI,AGRICULTURE,Millets,Barnyard Millet (Kundiraivlli/Sawan,Cultural Practices	,Kudiraivali seed rate,Recommended for Kudiraivali seed rate ; 4 kg / acre,PUDUCHERRY,PUDUCHERRY,ARIYANKUPPAM                                       ,2016-01-11 11:54:46
RABI,AGRICULTURE,Beekeeping,Beekeeping,Training and Exposure Visits,bee keeping training details,recommended for phone number:0422-6611214,PUDUCHERRY,PUDUCHERRY,Puducherry,2016-01-12 12:28:30
RABI,AGRICULTURE,Others,Others,	Plant Protection	,casurina root rot  management details,recommended for drench with copper oxy chloride 2 g / lit of water.,PUDUCHERRY,PUDUCHERRY,VILLIANUR                                         ,2016-01-12 14:08:11
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,market price for paddy,recommended for the paddy price  : Rs 1900-2083 /quintal,PUDUCHERRY,PUDUCHERRY,Mannadipet,2016-01-12 17:51:33
